Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,1.2397371838558902,7.791530000624749,6.397140917868425,5.148832985463937,0.9351629240037281,0.7322179722878708,0.7123582330761444,0.9052623121895633,0.6502991452991453,0.9352929132182736,0.5510420463619449,0.49171740464338937,0.7661940938544505,0.5517506142506143,0.9356857340129208,0.46192229413223873,0.37146758960000326,0.5247920775671173,0.42947401674301056
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.9179505271404425,7.587555205543656,7.12352581337295,6.988941848104378,0.6713071692523757,0.9998258168868823,0.6343350322532642,0.9083052152934956,0.6502991452991453,0.6744365850074859,0.9923466502202158,0.45742009621271923,0.9212016232391609,0.6504299754299754,0.6721993931567513,0.9876807250283046,0.4079436695354688,0.9464476028641899,0.6504975517295846
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.6794868459767346,7.296923359341287,6.67827092502387,5.834791399700841,0.8619059946940418,0.5259388625840319,0.847289264549322,0.8282450957271674,0.6502991452991453,0.8646591347803513,0.37731154776921716,0.8481134023406036,0.7381092753437295,0.6504299754299754,0.8660577267133676,0.22741661496533278,0.8092109549984092,0.6759730911451646,0.6277207392197126
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,500,1.5,3.0,20000.0,3.0,500000.0,0.075,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,1.188496941317373,7.482821449054563,6.547464539211637,6.147525718532304,0.8101216417820661,0.772881639445602,0.6343350322532642,0.9083052152934956,0.6502991452991453,0.813041102257429,0.5398237690752316,0.4580781753106664,0.9201552787848155,0.6504299754299754,0.8133225120470011,0.4266978874406743,0.41640483499474173,0.934021892093134,0.6504975517295846
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.6186599766291685,7.047592378191956,5.921682520331174,5.448299431976546,0.8353221580683478,0.6661053613412488,0.5438925060893349,0.8834473997041075,0.6502991452991453,0.8366414756425008,0.4489479539338414,0.3601385549997983,0.8275991701217742,0.6504299754299754,0.8372832389169371,0.31075118841258637,0.35298750199851564,0.803553225072372,0.6504975517295846
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.7756392514548467,7.867322453146541,7.252568972055502,7.076746894169267,0.8490051484422908,0.9995547676376964,0.6003997478223867,0.9096286912351774,0.6502991452991453,0.8509795054243964,0.9922492120821407,0.3951612371146254,0.9245802037202233,0.6504299754299754,0.852159283082286,0.9881785151296307,0.3412981599944821,0.9493634660609123,0.6504975517295846
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,0.8375101354562153,6.9742881400676655,5.851351290061463,5.005985173805173,0.8421949330099063,0.6270178118504312,0.5438924726153986,0.8834473997041075,0.6502991452991453,0.8450589207942416,0.4187006822208016,0.3601385460331198,0.8275991701217749,0.6504299754299754,0.8462074565777306,0.19444308249933512,0.3769654274387969,0.7791682761044059,0.6504975517295846
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,250,1.0,2.0,18000.0,2.0,500000.0,0.065,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Blackpaints_chemglazeZ306,0.03,1200,0.89,0.0015,1.5138899999999996e-09,0.054,0.5313448860200265,4.493602587118316,4.124640123960295,3.905252174423742,0.8064703920736306,0.44262217447208374,0.28630091887292697,0.47758700116804104,0.37538461538461537,0.8082788811808677,0.4061082855831949,0.2762160686641881,0.3717560559793666,0.3541769041769042,0.8093394393426319,0.38814724184026816,0.26348459362899945,0.3347115566443751,0.3278628968567367
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.6204345745796332,5.623733175415308,5.049082314960468,4.685043964888196,0.8238420381079983,0.45128592325800576,0.4734547980303042,0.7408748642071605,0.4313247863247863,0.826208892188186,0.3954687936283761,0.4104091485469422,0.6204812871636719,0.3943796068796069,0.8269638481182594,0.3680125588259676,0.34486389745532836,0.6040200092927124,0.35605749486652977
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,0.5802116210088979,5.849214958566543,5.378323580252555,5.151807635072546,0.8677741126124278,0.4943752595404485,0.4475443586971454,0.7512221591007386,0.47470085470085466,0.8641773753076852,0.30115766694785584,0.47168983150785204,0.6992904948472182,0.5242321867321866,0.858702834085017,0.21283000208203026,0.5283236209696873,0.6716388935773911,0.559611435792134
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,500,1.5,3.0,20000.0,3.0,500000.0,0.075,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,1.6034582476660413,8.223468144193516,8.084571509087837,8.051808027634596,0.8330815764630378,0.9998600276775902,0.768808515910238,0.9030607500297154,0.6502991452991453,0.8340117826361325,0.9960081758257384,0.7041298501410811,0.9078135083397658,0.6504299754299754,0.8343470435417706,0.9912481389899566,0.6859102567250104,0.9171174974787377,0.6504975517295846
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Blackpaints_3Mblackvelvet,0.03,1200,0.84,0.002,1.4288399999999996e-09,0.072,0.5645945701209838,5.87414999619419,5.47579845302145,5.089492116667661,0.8467814248664604,0.506401053231591,0.45761250708667883,0.7508295174287434,0.47470085470085466,0.8305935700672341,0.3318593865649244,0.48781725314335117,0.6984153313800414,0.5242321867321866,0.8127606355714584,0.24578591984999137,0.4859468038231465,0.669899748579623,0.5251145158742695
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.7488232031195917,7.477544580888181,6.751251191004916,6.2174030242573615,0.8861762175133785,0.599446190630337,0.8350307433243773,0.819084194543837,0.6434188034188033,0.8843527048831593,0.3997910980377443,0.8386644663038829,0.7328045137706123,0.6454852579852579,0.8829503948702442,0.2963765488513464,0.8259168847723919,0.6736437928457537,0.6381140420154794
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,140,0.6,1.5,8000.0,2.0,400000.0,0.058,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.6723486207342114,7.532626211267522,7.157365768278558,6.891014843464457,0.6988848634321159,0.7004557022851265,0.8463953153219599,0.9000348828510771,0.6502991452991453,0.699663698118353,0.5519603319147562,0.8465185752536646,0.8833479609046611,0.6504299754299754,0.6954613368220908,0.46550531689467867,0.8463747758856597,0.8717860434710201,0.6504975517295846
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.6710881839451762,5.934274293643613,5.377431072748981,4.581987208936832,0.8203258747457907,0.46136987934809764,0.5481355287112484,0.7472991134148848,0.47470085470085466,0.8107099563323124,0.26297636082957915,0.6028805476315615,0.6905463739115166,0.5066031941031941,0.7899047523856524,0.16587274374833566,0.5165209034233085,0.6542623750690673,0.4561206760385405
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,60,0.25,0.7,6000.0,1.2,300000.0,0.038,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,0.6592072984602301,6.184024382025783,5.8372820161255925,5.429516742234676,0.8922508545764238,0.5212737632460367,0.5481364039706358,0.7472991134148848,0.47470085470085466,0.8810643545135403,0.33577376324603675,0.6328232963270239,0.6905463739115166,0.5242321867321866,0.8736769594085961,0.2443114956368689,0.6395305734796974,0.6542623750690673,0.5283209603538146
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,160,0.4,1.2,12000.0,2.5,400000.0,0.05,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,1.4585132733516373,7.478767414263964,6.717378496041778,5.938030473624794,0.8141797871979868,0.6596098937752408,0.7736388132634247,0.8659468258811518,0.6502991452991453,0.8131939628079304,0.45776035673820376,0.7378106555340533,0.7656341615105249,0.6504299754299754,0.8109707179678232,0.37022218747787283,0.6142008009514487,0.6968115922038918,0.5745379876796715
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,1.6842580489004135,7.933084720059611,7.09874938052153,6.478527111556661,0.879964700443194,0.7908546138873997,0.7688089099306157,0.9030607500297154,0.6502991452991453,0.8786812036248562,0.520289799072585,0.7196213367470228,0.842418687250889,0.6504299754299754,0.8783102715527304,0.40201380961190514,0.7000791337794445,0.7323974161815221,0.6303743484441636
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Whitepaints_Z93,0.03,1300,0.92,0.001,1.5649199999999996e-09,0.039,0.606539544435388,7.4608304017796385,6.847686786963871,6.513491066952386,0.8564618293622026,0.6330547727651143,0.7262544937247521,0.9027853929860163,0.6502991452991453,0.8573945271125185,0.4871126431354847,0.6441255914592752,0.8604749397288696,0.6504299754299754,0.8583043125464161,0.4040024329349876,0.645962971366506,0.8046194828429754,0.6504975517295846
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.5489394082595803,5.0489742050178705,4.8763599297364655,4.551355716655729,0.9018691203596847,0.5448229280581913,0.24864808555951676,0.5657332873494191,0.47470085470085466,0.8934069251433902,0.3783460762063396,0.34797607351889775,0.44716433237686526,0.5242321867321866,0.8884119263044926,0.2943480471559064,0.2581491126634284,0.5207840419463228,0.5555204549044385
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,160,0.4,1.2,12000.0,2.5,400000.0,0.05,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,0.5965355507210497,6.298707606600974,5.510021386544924,5.093111719420008,0.872552080872091,0.613184377921105,0.4190568599625826,0.6799682957771374,0.6502991452991453,0.8708726252170482,0.4620593779211051,0.3472964546390981,0.5587442883248481,0.6504299754299754,0.869935708941271,0.3758350802012121,0.26913609873553657,0.5987064292870188,0.6504975517295846
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,0.822196193571376,5.778589104143874,5.09067446028099,4.612111550440818,0.8850084722824734,0.5408657455508981,0.3601886878533723,0.7463482597847579,0.5007264957264956,0.8813997132946805,0.31509491221756486,0.3607173275596367,0.6285597884988992,0.542936117936118,0.8737486666784069,0.20702939665819325,0.3225563602475084,0.6542527786094264,0.5466750908229348
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,500,1.5,3.0,20000.0,3.0,500000.0,0.075,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,0.6793703337720257,7.264985183035887,6.419490502816685,5.940926356162378,0.7862484130502699,0.823771847047967,0.5438924835108434,0.8834473997041075,0.6502991452991453,0.7876529262973904,0.7139662914924114,0.3601385489727158,0.8275991701217731,0.6504299754299754,0.7872217871736529,0.5733089580310067,0.2908283394128862,0.866767505708328,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.5654103132852333,7.868198459991238,7.21074257969922,6.76793122925596,0.8750334622751241,0.8217994142465943,0.7123581805895693,0.9052623121895633,0.6502991452991453,0.877209891787075,0.6228156179502979,0.6005641137125279,0.9134336746811784,0.6504299754299754,0.8790152782017894,0.46939481722290455,0.5692232861826161,0.929429915792749,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.4401213803610966,6.54751938573941,5.990929128663312,5.667803449343584,0.9014442782934988,0.6092990268375986,0.7452090423494564,0.8141720421475975,0.36109401709401706,0.8992913119161133,0.4490999527635245,0.6991062720134774,0.7567655943804585,0.36117936117936117,0.89885408292368,0.36057057986483254,0.7098260887535013,0.7040329079846008,0.3611183067445901
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.4360628428357276,7.424602069018213,6.974141395448382,6.662382103171015,0.7023506570209822,0.7659945031853188,0.7123585490442486,0.9052623121895633,0.6502991452991453,0.7037099870614226,0.6570870957779116,0.6005643127637897,0.9134336746811784,0.6504299754299754,0.6999049739326584,0.5449585817636738,0.5692234654559702,0.929429915792749,0.6504975517295846
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,500,1.5,3.0,20000.0,3.0,500000.0,0.075,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.5617793321726238,8.245934321214634,8.04006344832787,7.561531896245532,0.7689874923868008,0.9997529016168676,0.8472892854657914,0.9000000003665414,0.6502991452991453,0.676873820552762,0.9997529016168676,0.8481134134325086,0.9000000009357101,0.6504299754299754,0.5436906799061755,0.9997529016168676,0.8481357855773106,0.8243152348523635,0.6504975517295846
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,160,0.4,1.2,12000.0,2.5,400000.0,0.05,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.493435341839913,7.463743552710423,6.750822003680318,6.266021397516582,0.8190789259538368,0.6059603812149119,0.8464731838583146,0.8477878250591531,0.6502991452991453,0.8188508485782237,0.40776130714083786,0.8468493860440627,0.7623699075006731,0.6504299754299754,0.8170338673094003,0.3083395616144077,0.8457774806090652,0.697640059588144,0.6498341494234718
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,1.1572409049496404,8.523177013785073,8.523256101552759,8.524285103858846,0.9071705733408548,0.9998390397978822,0.847291410418038,0.9000000003665414,0.6502991452991453,0.9061494519766886,0.9998390397978822,0.8481149334235312,0.9000000009357101,0.6504299754299754,0.9065784898810617,0.9998390397978822,0.848137285952236,0.9000000020499137,0.6504975517295846
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,60,0.25,0.7,6000.0,1.2,300000.0,0.038,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.3203375872177174,5.213720594449908,4.949975030378771,4.70122330374895,0.8797218020331984,0.523033636553888,0.2644249534221196,0.6670238185893315,0.47470085470085466,0.8634080657923654,0.36591095136870283,0.35554200236839684,0.5046716811072594,0.5242321867321866,0.8526414785515442,0.2889601521964624,0.29308156603983243,0.5759202830940944,0.5522034433738745
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,60,0.25,0.7,6000.0,1.2,300000.0,0.038,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.2566531913173729,6.851119885015748,6.434980110891356,6.121560195621605,0.8801404660494194,0.9956188187004584,0.3629912392092204,0.7297152512515772,0.6502991452991453,0.8786390728522611,0.9949729853671252,0.34729665356631945,0.5587442883248481,0.6504299754299754,0.8779408185417211,0.9951940863270949,0.24813575469589869,0.6095405184044623,0.6504975517295846
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,160,0.4,1.2,12000.0,2.5,400000.0,0.05,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.3806155286289482,7.671990139025286,7.08070733570178,6.906200891334225,0.748624967649456,0.9996727416822682,0.6004000070953759,0.9096286912351774,0.6502991452991453,0.7492138737953625,0.9996727416822682,0.3951613147059262,0.9245802037202233,0.6504299754299754,0.7456513784770928,0.9996501162408469,0.34129820860369664,0.9493634660609123,0.6504975517295846
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,160,0.4,1.2,12000.0,2.5,400000.0,0.05,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.5118752192569717,6.971389508013145,6.138233010448778,5.666980432085102,0.814179787095898,0.6869659872479009,0.6290501088962426,0.7196855218892781,0.6502991452991453,0.8132796974670488,0.4951905242849379,0.5177352908633169,0.6476720719531377,0.6452702702702702,0.8127820567801799,0.3815330323133611,0.4723066980140488,0.6382998356998711,0.6251776970462801
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.9899808288626836,5.844500252053031,4.960240053647732,4.388903217367469,0.9360435466609528,0.5713786468705543,0.39247745621105856,0.6843560627889615,0.47470085470085466,0.9358810932938479,0.47059392464833205,0.35269036921631514,0.45425467501080574,0.4255528255528256,0.9375186560686197,0.4210183012475913,0.30281730534811613,0.373711213064661,0.36457115779497706
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.6676968011167231,7.817927442958289,7.134928784942074,6.560912309735177,0.8693892327197283,0.677417621291801,0.8472893311399232,0.9000000003665414,0.6502991452991453,0.8703915648919286,0.45170234351402333,0.8481134470764249,0.8525634285909667,0.6504299754299754,0.8717238621239423,0.3079713300486631,0.8481358175976419,0.8207688629036782,0.6504975517295846
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,1.0548032481449063,7.890808364753877,7.125296629212401,6.43047161906445,0.9120402385703561,0.6764029700720577,0.8472903949336161,0.9000000003665414,0.6502991452991453,0.9103941122278303,0.4702687108127986,0.8481142102352801,0.777650279721638,0.6504299754299754,0.9109081811474167,0.37658070021510576,0.7664135387638076,0.6940221061035137,0.6026220186384457
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,225,0.2,1.0,15000.0,1.5,600000.0,0.04,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,1.1031421810690432,7.113173571174557,5.900031957839494,4.837321067769221,0.906941365292341,0.6211926442559568,0.6887787707735792,0.8421123357248892,0.5572649572649573,0.9049434692154167,0.4805005146263271,0.5657738445190823,0.599336772758641,0.48488943488943487,0.9051744901343763,0.4112945885675379,0.4124069981616293,0.436636233047311,0.3950876638761649
