Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.7232069594939522,8.13919727715301,7.791667161221454,7.470112970545477,0.8937835570742876,0.8067312528874767,0.8463969844678003,0.9000348828510771,0.6502991452991453,0.8916634895654977,0.6499071788134027,0.8464739899631131,0.9000890492347169,0.6504299754299754,0.8911428141722328,0.5267297214755633,0.8462884436057179,0.9001950852273355,0.6504975517295846
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.651283457287277,8.110161637818402,7.787636124907998,7.485290812277118,0.8777597701129449,0.8060913191429044,0.8472897260185344,0.9000000003665414,0.6502991452991453,0.8761022409696552,0.6585311339577193,0.8481137300286461,0.9000000009357101,0.6504299754299754,0.8753442480672311,0.5406432476415851,0.8481360961878885,0.9000000020499137,0.6504975517295846
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,60,0.25,0.7,6000.0,1.2,300000.0,0.038,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.4994516091079535,6.367079587223655,6.0108260475339765,5.911134657761324,0.8403461549351308,0.5838258727468633,0.5327066796847661,0.7683816399530059,0.5210683760683761,0.8280850424433703,0.441191613487604,0.5383644593289589,0.7154911946851865,0.5575552825552825,0.8113423807161884,0.36223925246470534,0.6062326248322241,0.6778775652454975,0.5975359342915811
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,1.6412257101406724,7.7232650210410085,7.595647153429658,7.5478280223670975,0.6087128310742069,0.9998707750171809,0.7688085556101356,0.9030607500297154,0.6502991452991453,0.6113360949319346,0.9947041083505141,0.7041298746752904,0.9078135083397658,0.6504299754299754,0.6069596325590209,0.9863072267590829,0.6859102800040311,0.9171174974787377,0.6504975517295846
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.8406790507210498,7.875984432273128,7.113340834036536,6.7867841141955685,0.8610996068572522,0.9909524748106247,0.6004000146058859,0.9096286912351774,0.6502991452991453,0.8600685446354785,0.8910774748106246,0.3951613163032561,0.9245802037202233,0.6504299754299754,0.8593024646557222,0.7949904732546003,0.34129820959308926,0.9493634660609123,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.6465590371658303,6.03525457398416,5.623867016381443,5.399258503044115,0.9042591602632968,0.5470551216934855,0.4516287738492422,0.7512221591007386,0.4770940170940171,0.8973589117232836,0.35912919576755953,0.47462926333876343,0.6992904948472182,0.5259520884520885,0.8930032660212419,0.2677568690407951,0.5167976757138316,0.6716388935773911,0.5528668456799873
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,160,0.4,1.2,12000.0,2.5,400000.0,0.05,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,0.7426531773664802,7.468863345679497,6.76607816698213,6.375098794183717,0.8654082938974768,0.6525598227337461,0.7175440164611699,0.8820017610895614,0.6502991452991453,0.8638189132223951,0.47979361903004236,0.6347557883643573,0.8287063369422893,0.6504299754299754,0.8626994211671347,0.3825452284718688,0.6430863949542486,0.7627413878766587,0.6504975517295846
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,0.7007093007210496,8.04011128802321,7.8232693370553985,7.501289794088965,0.8058705148624216,0.840732117271735,0.8472892634253475,0.9000000003665414,0.6502991452991453,0.8070871561054588,0.7313478580124758,0.8481133976882098,0.9000000009357101,0.6504299754299754,0.8070412145398966,0.5926938882774094,0.8481357675608996,0.9000000020499137,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.5458640628514262,6.729765120037036,5.7380100791251945,5.210723627500017,0.7325070440952995,0.6119716302688025,0.7121671854107079,0.69429074032451,0.6227777777777779,0.7346031766467618,0.40285125989843223,0.5977410428665333,0.6095260135537306,0.576904176904177,0.7346990111908083,0.2820652226026386,0.5533083876538318,0.6024651205154969,0.5560732901595324
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,250,1.0,2.0,18000.0,2.0,500000.0,0.065,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.4526303296144809,5.969897318506612,5.040135324263789,4.629430843736064,0.7659353824783469,0.49245196367350064,0.6239254285193029,0.5794519355930314,0.556068376068376,0.76785317943529,0.3333987229327599,0.46256953565936854,0.5639334065082615,0.487039312039312,0.7682570091144663,0.2548508665282737,0.4035749233117141,0.5811110830071029,0.4630864002527247
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,100,0.3,0.9,10000.0,2.0,300000.0,0.045,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,1.1075319879404035,7.862234693764664,6.983891647311084,6.388822944685312,0.8427147133764321,0.8401528690986116,0.7210513053437491,0.9049233123622638,0.6502991452991453,0.8418938758049376,0.5409375913208339,0.618876807790141,0.9063129701541506,0.6504299754299754,0.840312243195504,0.36903340655427674,0.6176370305114013,0.8543167016975564,0.6504975517295846
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,60,0.25,0.7,6000.0,1.2,300000.0,0.038,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,1.124579694885541,8.157958197968199,7.916923152161789,7.862507774274315,0.8517047977518496,0.9998310750555923,0.721052179796726,0.9049233123622638,0.6502991452991453,0.8500566793619152,0.9998310750555923,0.6165122614776459,0.9125682730795868,0.6504299754299754,0.8482489386184121,0.9998310750555923,0.5871917763487555,0.927534031243942,0.6504975517295846
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,1.4933946925260528,8.096414529518919,7.751740710863801,7.306742271454864,0.7706403968644294,0.999916149005802,0.7688084967527122,0.9030607500297154,0.6502991452991453,0.6732597758740784,0.999916149005802,0.7041298381749823,0.9078135083397658,0.6504299754299754,0.5423699125147416,0.999916149005802,0.7077144183573487,0.8341728727575446,0.6504975517295846
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,160,0.4,1.2,12000.0,2.5,400000.0,0.05,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.5217609858683565,7.42255480104536,6.613810648412123,6.0096354070589975,0.8310342278411801,0.5893393496796826,0.8464912119321748,0.8356935987184302,0.6502991452991453,0.8307244964676885,0.3706425904204233,0.8468937829337235,0.7461342105164301,0.6504299754299754,0.829232056189056,0.2618740807776032,0.8294882936618031,0.6797293845316243,0.6402148159848364
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,140,0.6,1.5,8000.0,2.0,400000.0,0.058,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.4765041173886891,8.482729589443974,8.482419745779216,8.48345408487352,0.8868436537147911,0.999735872877743,0.8463953153219599,0.9000348828510771,0.6502991452991453,0.8863688595840583,0.999735872877743,0.8464727963591587,0.9000890492347169,0.6504299754299754,0.8869164314934271,0.99972547372515,0.8462872638599217,0.9001950852273355,0.6504975517295846
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,60,0.25,0.7,6000.0,1.2,300000.0,0.038,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.5586571582595803,7.790892798143298,7.1612237790794575,6.658704966949635,0.8906816515205677,0.7274480487936461,0.8465390460886311,0.8047323792861789,0.6502991452991453,0.8886921580986977,0.5366170302751276,0.8469749675438394,0.7168846863775025,0.6504299754299754,0.8880350733701301,0.42240213398902476,0.8317413966676486,0.6540026177837732,0.6415416205970621
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.9821859310690432,7.978017079929385,7.219731643866077,6.565446741227578,0.9153343557079219,0.9942074607031806,0.6004000146058859,0.9096286912351774,0.6502991452991453,0.9140067462946705,0.9031009792216989,0.3951613163032561,0.9245802037202233,0.6504299754299754,0.9149469771417694,0.632576851806311,0.34129820959308926,0.9493634660609123,0.6504975517295846
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,225,0.2,1.0,15000.0,1.5,600000.0,0.04,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.4873582582439413,7.076667491605731,6.250204000104035,5.862264550492595,0.8201776582701047,0.7190421358542174,0.6065411573314783,0.7629713247689767,0.6502991452991453,0.8188370085553309,0.5389356543727359,0.4659059633983497,0.7132434076302976,0.6504299754299754,0.8158146892002119,0.4309719483559054,0.4533845803895156,0.6804105193398033,0.6383351761175169
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.5886199948057477,6.7706518120925345,5.93255588804502,5.56236505018455,0.89729028239688,0.833271034796127,0.5965298247835091,0.8834473997041075,0.36109401709401706,0.8954991011354304,0.6664400162776084,0.4119457232453234,0.8275991701217731,0.36117936117936117,0.8949064847270031,0.5546939148872929,0.34261020373057627,0.866767505708328,0.3612130785026062
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.6247014037888478,7.348040208816769,6.383174171540562,5.909048085340207,0.8407846192325948,0.8153902678256642,0.5438929864964681,0.8834473997041075,0.6502991452991453,0.8396839055619186,0.6509944344923309,0.36013868532269655,0.8275991701217731,0.6504299754299754,0.8378839211109198,0.5243468650070473,0.29082839079363293,0.866767505708328,0.6504975517295846
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,225,0.2,1.0,15000.0,1.5,600000.0,0.04,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.9923406827790308,6.963272598088942,5.8666282552192826,5.28396781154844,0.8975480266767746,0.762708286699194,0.4565228628689045,0.8055177405081972,0.6502991452991453,0.8975772278911635,0.5051087496621569,0.3548623676378243,0.6640880067061814,0.6504299754299754,0.8975049318351376,0.3218933741972446,0.3262399247377932,0.6718451109050951,0.6504975517295846
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,90,0.4,1.1,7000.0,1.5,300000.0,0.042,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.8055843578582196,5.1674863336613095,4.492499276772308,4.076881793113242,0.8532355131091856,0.5238770530905454,0.37822942928255243,0.5805860511047767,0.37538461538461537,0.852764113993693,0.43182149753498983,0.34228257073719415,0.40992261771432864,0.3541769041769042,0.8531500595276862,0.38653971817853566,0.29746224766248935,0.35018450015836444,0.3278628968567367
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.4386453204546627,6.360216800037305,5.412774106465408,5.1029496444864435,0.7422268804396278,0.5756799627979771,0.4993195001784173,0.7501534235826484,0.6502991452991453,0.7443338949719615,0.40723551835353267,0.3548623172664368,0.6640880067061827,0.6504299754299754,0.743098867620736,0.3207274807824291,0.3355027437625192,0.6652454284258347,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,0.6033399622359953,6.243420054100954,5.6664156603846605,5.267056861127852,0.8908328008954904,0.551174333967154,0.5054860546160529,0.7512221591007386,0.5088034188034187,0.8856076487300794,0.33483405618937623,0.513388689306961,0.6992904948472182,0.5487407862407863,0.8787427135177351,0.23234507681192532,0.528229199451981,0.6716388935773911,0.559611435792134
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Silveredteflon_2mil,0.03,2100,0.66,0.002,1.12266e-09,0.126,1.8981711336421203,8.23126870580992,7.507131176448839,6.539574580347858,0.8971345213357207,0.9926255941904321,0.721050859868128,0.9049233123622638,0.6502991452991453,0.8965704683769758,0.7267390201163579,0.616511526599124,0.9125682730795868,0.6504299754299754,0.8966743258302979,0.3764937412800306,0.5871911076233218,0.927534031243942,0.6504975517295846
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.5345503581452447,7.47956552648016,6.773831123655044,6.413587902099759,0.8684218292033135,0.6427839931526886,0.7123582330761444,0.9052623121895633,0.6502991452991453,0.8691613630013373,0.47049695611565157,0.6204222935841881,0.8642246568785614,0.6504299754299754,0.8702291853822055,0.3759450558231783,0.6116566151626898,0.8336694586375428,0.6504975517295846
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,1.2171874840732828,8.145132441390219,7.684167179436747,7.112169088884955,0.8512786760524023,0.9924950109985842,0.7210505379944678,0.9049233123622638,0.6502991452991453,0.8518633560180717,0.8594232517393249,0.6165113480286426,0.9125682730795868,0.6504299754299754,0.8523246323763125,0.6026295969706681,0.5871909451437352,0.927534031243942,0.6504975517295846
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.8369712709251507,6.596386744318404,5.856949180192171,4.995597138299711,0.8929882386865127,0.5916313457075056,0.4936846156526371,0.8028008468103722,0.5964529914529915,0.8910163451779644,0.45069616052232053,0.38439833649420396,0.7298689998405308,0.6117321867321868,0.8896059448515641,0.3813706763556952,0.2729593295033499,0.6511740291271705,0.5159374506397094
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,250,1.0,2.0,18000.0,2.0,500000.0,0.065,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.335241591839913,4.448974853627797,3.871807533370447,3.4005868846731904,0.7763174951688617,0.3930614253886475,0.2488911523681653,0.5177283869806456,0.44329059829059825,0.7775667057965822,0.2246447587219808,0.2830315129900296,0.403179742233548,0.436517199017199,0.7631241663316446,0.14378832537618888,0.25892830821160673,0.39131582322336883,0.40901911230453325
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.6556923674844194,4.639768847571513,4.218080779859158,3.9960883020030424,0.9034113599218454,0.4634511142184009,0.2494166396592437,0.5485173279923712,0.37538461538461537,0.9051286258632486,0.41658074384803057,0.24970832658163405,0.4004162646025491,0.3541769041769042,0.9068400453968082,0.39352538606263815,0.24985180131967416,0.34857575864774704,0.3278628968567367
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,0.9924955014548468,7.419093572039093,6.274334225765907,5.520968123391156,0.8801082241980643,0.6816390393011563,0.6343350617165633,0.9083052152934956,0.6502991452991453,0.880510856619792,0.3975695948567119,0.5064470029084305,0.8432489613904315,0.6504299754299754,0.8816431252854389,0.21998063433059098,0.5203291142223406,0.7814030995476382,0.6504975517295846
