Communication_Communication band,Communication_Frequency [GHz],Communication_Beamwidth [deg],Communication_D_r [m],Communication_Required Eb/N0 [dB],Communication_Efficiency,Communication_D_antenna [m],Communication_Mass_communication [kg],Communication_Data Rate [bps],OBC_cpu_DMIPS,OBC_cpu_power_idle,OBC_power max,OBC_cpu efficiency,OBC_recovery rate,OBC_Throughtput per W,OBC_Mass_OBC,SolarArray_Solar Material,SolarArray_Efficiency,SolarArray_Specific Power [W/kg],SolarArray_A_solar [m^2],SolarArray_P_solar_max [W],SolarArray_Mass_solar_array [kg],Battery_Battery type,Battery_Number of cell,Battery_Diameter [m],Battery_Length [m],Battery_Volumetric Energy [Wh/m³],Battery_Specific Energy [Wh/kg],Battery_Capacity [Wh],Battery_Mass_battery [kg],Radiator_Radiator material,Radiator_A_radiator [m2],Radiator_rho [kg/m³],Radiator_emissivity,Radiator_thickness [m],Radiator_Q_rad [W/K⁴],Radiator_Mass_radiator [kg],CubeSat mass,score_4orbits,score_8orbits,score_15orbits,subscore_4_Power,subscore_4_Thermal,subscore_4_OBC,subscore_4_Comm,subscore_4_Payload,subscore_8_Power,subscore_8_Thermal,subscore_8_OBC,subscore_8_Comm,subscore_8_Payload,subscore_15_Power,subscore_15_Thermal,subscore_15_OBC,subscore_15_Comm,subscore_15_Payload,al_order
VHF,0.3,60.0,0.1,8.0,0.59,1.1666666666666667,0.0329062499999999,74132.66352746598,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.3472030511167231,5.01351925442089,4.868949682978693,4.653624049456941,0.894446849527747,0.5303249146222762,0.24864808555951676,0.565733287349419,0.47470085470085466,0.8905309348315691,0.37669297017783165,0.34797582169264685,0.44716433237686526,0.5242321867321866,0.886561243290599,0.30297531044575365,0.260474638072349,0.5395192613227939,0.5781867003632917,2146
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,0.4350946007082308,4.307171495967309,3.853204577126104,3.608552012452188,0.622575531047778,0.4383818654448244,0.31282790482541306,0.4625239617590153,0.37538461538461537,0.550465177197282,0.40398371729667626,0.2952803029906145,0.3652261882398633,0.3541769041769042,0.5327442969550278,0.38706339841624704,0.2732892290678501,0.3311685947826699,0.3278628968567367,2147
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,60,0.25,0.7,6000.0,1.2,300000.0,0.038,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.475583336193527,6.037231157637168,5.7681555027703375,5.727065130616307,0.8982169235930212,0.5594774361432153,0.44754510405677905,0.7512221591007386,0.47470085470085466,0.8887995724452735,0.4154728065135856,0.4716904155753014,0.6992904948472182,0.5242321867321866,0.8828884650252402,0.33810488474693173,0.541646026296634,0.6716388935773911,0.5673511293634497,2148
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,160,0.4,1.2,12000.0,2.5,400000.0,0.05,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.5929452229321458,7.358570507125947,6.860315709405821,6.456279402156824,0.7871710420645743,0.612338895039322,0.8465248643367138,0.81311770954908,0.6502991452991453,0.7864918250790073,0.46170463578006277,0.8468566415668866,0.7597166029351548,0.6504299754299754,0.783466014355608,0.375719277959821,0.8469294269646443,0.6917275179028195,0.6504975517295846,2149
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Maxorb,0.03,2100,0.1,0.0015,1.7009999999999999e-10,0.0945,1.2683497234163048,5.426443528212205,4.671018265098273,4.188437763370408,0.893550698918635,0.5605779084694913,0.39240852118505365,0.5740931751257126,0.41696581196581195,0.8925036607262734,0.45019827883986163,0.35254310162091135,0.4087261931163474,0.3840601965601965,0.8931049734729108,0.39590295680120846,0.3027401819931939,0.3508420171397062,0.34323171694834936,2150
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NaS,3,0.046,0.08,399000,210.0,159.14378471660427,0.7578275462695442,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,1.4434861063583957,8.339040846357836,7.554172613160324,6.47766960702442,0.9589390702193467,0.9846911301746142,0.725862883366774,0.9047356288220454,0.6502991452991453,0.9667135535175141,0.6859341857301697,0.6253403137735773,0.9120891529644208,0.6504299754299754,0.9556958865770799,0.3316006702544367,0.597138500992195,0.9264843955352771,0.6504975517295846,2151
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,1.4074370788626838,8.522622537109397,7.875508417321141,6.687305672797166,0.9226052115725522,0.9827950746974228,0.8472892634253475,0.9000000003665414,0.6502991452991453,0.8982109797594925,0.6793876672900154,0.8481133976882098,0.9000000009357101,0.6504299754299754,0.8181184888941392,0.3292199253025385,0.8481357675608996,0.9000000020499137,0.6504975517295846,2152
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,250,1.0,2.0,18000.0,2.0,500000.0,0.065,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.9382968011167232,7.543531036077863,6.437792301806665,5.725389876884613,0.8846752007370802,0.7369293372926257,0.6343350617165633,0.9083052152934956,0.6502991452991453,0.8855150224030222,0.4550149854407739,0.46046372346541653,0.9163622801378135,0.6504299754299754,0.88714803636232,0.2747353815016627,0.41365496502209825,0.9380602480937272,0.6504975517295846,2153
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,100,0.3,0.9,10000.0,2.0,300000.0,0.045,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiFe_21700,3,0.021,0.07,69730,57.75,5.071862028400334,0.0878244507082308,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.9359766246212744,4.771499949851684,4.2924818702298,4.017422974406862,0.8768135886571307,0.47065329593784955,0.2927446957486329,0.5453819210307813,0.37538461538461537,0.8756570357717093,0.4202042218637755,0.28084702202383155,0.3981601891232741,0.3541769041769042,0.8759821260619205,0.39538851327157665,0.26586626845958683,0.3466274796683878,0.3278628968567367,2154
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,0.6962847334066801,4.9349693080745975,4.427158905828119,4.093335386621006,0.8950343192641226,0.45175039265524675,0.3786475243736751,0.5092985757795676,0.37538461538461537,0.8934513844963973,0.41069483709969123,0.34258307716468617,0.3819875777676126,0.3541769041769042,0.8937988422377656,0.3904997647131978,0.2976167968408097,0.3374243153609221,0.3278628968567367,2155
S_band3,3.6,22.5,0.08,7.5,0.63,0.2592592592592592,0.8544252441773101,13231.153889448362,60,0.25,0.7,6000.0,1.2,300000.0,0.038,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiIon_21700,3,0.018,0.065,228500,190.4,11.338502687648504,0.0595509594939522,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,1.1883336036712624,4.94704704675334,4.409135117294251,4.087721763383773,0.9074246064448676,0.48128981560504525,0.32531597918791094,0.5555601846367855,0.37538461538461537,0.9053647764987223,0.4255351859754156,0.30425508553569,0.40137459998748404,0.3541769041769042,0.9056913029958154,0.39810969468645074,0.27790491200251455,0.34740430067830264,0.3278628968567367,2156
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,225,0.2,1.0,15000.0,1.5,600000.0,0.04,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,NiH2_individual,3,0.021,0.07,64500,43.0,4.691454192339331,0.1091035858683565,Metallic_anodizedAl,0.03,2750,0.88,0.002,1.49688e-09,0.165,1.5638578331695543,5.144097813931996,4.509634517573847,4.127736012540755,0.8807799602299856,0.5683929588032921,0.345491959332738,0.5547733133691783,0.37538461538461537,0.8791369889750729,0.46911055139588465,0.3187550667199744,0.400587728719877,0.3541769041769042,0.8792007760240212,0.4202739109664359,0.2853621765781344,0.3466174294106956,0.3278628968567367,2157
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,140,0.6,1.5,8000.0,2.0,400000.0,0.058,CFRP_substrate2,0.185,84.0,0.03,7.586849999999999,0.0903196428571428,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Whitepaints_ZOT,0.03,1300,0.91,0.002,1.5479099999999999e-09,0.078,1.4690500329846536,5.960435085029198,5.046500511529997,4.413993969773802,0.8829936172610177,0.5691009967339423,0.5060794226302168,0.6231666583067059,0.47470085470085466,0.8821590802655837,0.46946210784505343,0.4343330174598293,0.4275902869385717,0.4255528255528256,0.8827416844807464,0.42045011552411166,0.3448056898135182,0.3591317775094956,0.36457115779497706,2158
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,1.8473631704753868,8.216637634921044,8.072222470043783,8.015464377361672,0.8295901910339782,0.9999049214475224,0.7688085556101356,0.9030607500297154,0.6502991452991453,0.8304089764620338,0.9927127918178928,0.7041298746752904,0.9078135083397658,0.6504299754299754,0.8304648626984985,0.9736081982464686,0.6859102800040311,0.9171174974787377,0.6504975517295846,2159
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_2mil,0.03,1420,0.75,0.002,1.2757499999999999e-09,0.0852,1.1304032481449064,8.461068363866769,8.05405994383946,7.515168504873591,0.9270413332639397,0.9442377920530217,0.8463948626832296,0.9000348828510771,0.6502991452991453,0.9281222129478998,0.736835014275244,0.8464724741291121,0.9000890492347169,0.6504299754299754,0.9308821246919168,0.5196356966912112,0.8462869454110169,0.9001950852273355,0.6504975517295846,2160
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,225,0.2,1.0,15000.0,1.5,600000.0,0.04,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,NiCd,3,0.018,0.065,54000,30.0,2.6795586220263417,0.0893186207342113,Aluminizedteflon_5mil,0.03,2200,0.66,0.005,1.12266e-09,0.33,0.9086164386547028,6.903062630151484,5.946896938976005,5.325901067451907,0.7897150967385136,0.6404600526538853,0.5634917352280102,0.8457574800864229,0.6502991452991453,0.7889034182256218,0.4532031082094409,0.41817585413262376,0.7648492458508616,0.6504299754299754,0.7850571210675493,0.36788985840350824,0.3440843540424484,0.7212343982848561,0.5978676354446375,2161
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,0.7046215205617464,4.914124378229166,4.347946018162721,4.020197477148427,0.8949007202529694,0.4567638577676393,0.312143058792254,0.5983206343874388,0.37538461538461537,0.8931916722627624,0.3982129318417133,0.29478807148780795,0.41843745229658713,0.3541769041769042,0.8933222676311677,0.3694119529883098,0.27303607656639023,0.3554721031025422,0.3278628968567367,2162
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,225,0.2,1.0,15000.0,1.5,600000.0,0.04,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Silveredteflon_5mil,0.03,2100,0.78,0.005,1.3267799999999996e-09,0.315,0.6934393916554964,4.716375204274569,4.225377196978513,3.9620976679850233,0.8975452228018324,0.4496395908710881,0.26233532061417053,0.5872021219390664,0.37538461538461537,0.8959578819035852,0.39464653531553257,0.25899263403807904,0.4152636169198391,0.3541769041769042,0.8960539042294156,0.36759565943112094,0.2546266718078786,0.3550791800947787,0.3278628968567367,2163
S_band1,2.4,30.0,0.1,11.0,0.71,0.2916666666666667,0.2531630353117955,33378.25204760728,60,0.25,0.7,6000.0,1.2,300000.0,0.038,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Quartzmirror,0.03,1333,0.8,0.008,1.3607999999999999e-09,0.31992,0.8047923360328453,7.041491658641793,6.026388516747604,5.686122118545155,0.8820868071656637,0.636674341807147,0.5735061427481136,0.826501058273021,0.6502991452991453,0.8801659857829427,0.44234563810344335,0.40021586065286086,0.7842679375524138,0.6504299754299754,0.8792379088572726,0.3376023223211229,0.4166926720010572,0.7387671122525896,0.6504975517295846,2164
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,60,0.25,0.7,6000.0,1.2,300000.0,0.038,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Blackpaints_chemglazeZ306,0.03,1200,0.89,0.0015,1.5138899999999996e-09,0.054,1.1899409049496403,6.645178371559247,5.793136336245574,5.00520062382471,0.9081596615316105,0.5948938389706515,0.6116934229013451,0.7656812687607017,0.5120940170940171,0.906691857566494,0.46732670934102183,0.5102980127338429,0.6669859990984816,0.4524262899262899,0.9070150307074623,0.4045769211053844,0.3838749808185328,0.5893320528866355,0.37839203917232667,2165
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,250,1.0,2.0,18000.0,2.0,500000.0,0.065,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_single,3,0.018,0.065,85500,57.0,4.242634484875041,0.0744321839451761,Whitepaints_chemglazeA276,0.03,1300,0.88,0.001,1.49688e-09,0.039,1.5801392733516373,7.78368124917044,7.084157891089449,6.367759721123551,0.7325793889579474,0.8638178227376203,0.7688085556101356,0.9030607500297154,0.6502991452991453,0.7338431830498996,0.5847738412561388,0.7041298746752904,0.9078135083397658,0.6504299754299754,0.7316171720881718,0.3497127687733741,0.6859102800040311,0.9171174974787377,0.6504975517295846,2166
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,NiH2_common,3,0.046,0.08,84000,56.0,33.50395467717985,0.5982849049496402,Aluminizedkapton_5mil,0.03,1420,0.86,0.005,1.4628599999999996e-09,0.213,1.245447291125448,7.690971979815901,6.6387381336160844,5.764457255994728,0.9110494587890715,0.6916310754136766,0.7258632625206642,0.9047356288220454,0.6502991452991453,0.9092135583770444,0.40859172356182477,0.6653970245191008,0.8020303811712604,0.6504299754299754,0.9096534212994705,0.2248478792126062,0.6699679614396483,0.7204158858073113,0.6447480650766071,2167
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,LiFe_18650,3,0.018,0.065,69730,57.75,3.460104124331423,0.0599152229321458,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,0.6508335661274122,6.338095806985526,5.649474349898612,5.114347382051508,0.6164711946736096,0.5120228282093967,0.7207359376455458,0.7795763884974747,0.5767094017094017,0.6189920253535983,0.2924140319131004,0.7566320955977914,0.7032391200405514,0.5975429975429976,0.6038168024760995,0.19248680332869048,0.7603906239152438,0.660145892803159,0.599747275311957,2168
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,1000,1.5,2.5,25000.0,4.0,600000.0,0.12,Triple_junction_GaAs,0.22,46.0,0.03,9.0222,0.1961347826086956,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Betacloth,0.03,1600,0.86,0.003,1.4628599999999996e-09,0.144,1.168312081068926,7.318851079619191,6.342923213593119,5.373950386592778,0.8002316074873674,0.7003823176715823,0.6343350180354966,0.9083052152934956,0.6502991452991453,0.8024061323705172,0.46353741026417494,0.4757229151517885,0.8921001681026806,0.6504299754299754,0.8026365349608527,0.21474893236912906,0.4576530111731791,0.8734465520842358,0.6504975517295846,2169
X_band2,8.0,15.0,0.1,14.0,0.82,0.175,0.27,93.74590453415132,100,0.3,0.9,10000.0,2.0,300000.0,0.045,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedmylar,0.03,1500,0.34,0.00025,5.7834e-10,0.01125,0.6722831582595803,8.206684357226598,7.797010418385594,7.38849966267605,0.8889310823280648,0.8453265184029524,0.8463958786583259,0.9000348828510771,0.6502991452991453,0.8869101158580022,0.6556343887733228,0.846473202414131,0.9000890492347169,0.6504299754299754,0.886299629011648,0.5040395193735073,0.8463027688975571,0.89529200187853,0.6504975517295846,2170
C_band,4.0,22.5,0.075,8.0,0.5,0.2333333333333333,1.172051089406461,8225.61147464575,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,1.3949567901275108,7.994720235777699,7.2288525282229035,5.615910919413666,0.8810433462336202,0.8210517418020434,0.768808898838123,0.9030607500297154,0.6502991452991453,0.880429402508955,0.5804684084687102,0.725199390957247,0.8188714326905107,0.6504299754299754,0.8799334457217443,0.4621263773865589,0.48140275991573794,0.5935237381088201,0.4807771284157321,2171
UHF2,0.8,75.0,0.1,12.0,0.57,0.35,0.624,22319.847604127903,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Polyimide2,0.148,75.0,0.03,6.06948,0.0809264,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.8684036984602301,7.366839382399406,6.439061275209984,5.8538185721516935,0.8637122475693971,0.6704602577603158,0.6343353246756878,0.9083052152934956,0.6502991452991453,0.8640728026478435,0.4614047022047603,0.534909064441949,0.7979945637399946,0.6504299754299754,0.8642818229010297,0.37208682511064,0.48453021205074165,0.7261708151702941,0.6074869688832727,2172
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,140,0.6,1.5,8000.0,2.0,400000.0,0.058,PCB1,0.18,95.0,0.03,7.381799999999999,0.0777031578947368,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.3562738098066609,6.66099499327093,5.7706564511304625,5.470903365100011,0.88242311332338,0.6156221399757053,0.4745155206068808,0.7822414511100686,0.6502991452991453,0.882014046752525,0.47333047330903866,0.3548623690099601,0.6640880067061818,0.6504299754299754,0.8824617795512424,0.3925828848853017,0.3223922761724447,0.6745865174734038,0.6504975517295846,2173
L_band1,1.35,60.0,0.09,9.0,0.62,0.2592592592592592,0.0828934936523437,50122.333674452246,90,0.4,1.1,7000.0,1.5,300000.0,0.042,FlexiblePV,0.3,100.0,0.03,12.303,0.1230299999999999,LiCF,3,0.018,0.065,215600,98.0,10.698385905719988,0.1091672031195917,Aluminizedkapton_0.5mil,0.03,1420,0.55,0.0005,9.3555e-10,0.0213,0.3783906967719354,7.197973732435128,6.4426399150223235,5.8870581806835265,0.8850244730777769,0.9129457168792864,0.4565231011728298,0.8055177405081972,0.6502991452991453,0.883179915914455,0.8199434020644717,0.3548624526607237,0.6640880067061814,0.6504299754299754,0.8825808710182995,0.6689199594221904,0.2547472296576835,0.7227828482889846,0.6504975517295846,2174
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,140,0.6,1.5,8000.0,2.0,400000.0,0.058,PCB2,0.174,100.0,0.03,7.135739999999999,0.0713573999999999,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Metallic_VDA,0.03,2700,0.04,0.002,6.803999999999999e-11,0.162,0.515910736193527,4.686442096807435,4.294840936835928,4.026509997303369,0.8884253436585856,0.4543459249248454,0.3506894632409133,0.4254117825042068,0.37538461538461537,0.8878534222885395,0.41195472122114174,0.32249037260573,0.3497902266743014,0.3541769041769042,0.8886238417884739,0.3911026485658725,0.28728322457874805,0.3233200607917448,0.3278628968567367,2175
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,140,0.6,1.5,8000.0,2.0,400000.0,0.058,Carbon_fiber,0.21,84.5,0.03,8.6121,0.1019183431952662,Li-polymer,3,0.018,0.065,169500,119.0,8.410836785804907,0.0706793007210496,Aluminizedteflon_2mil,0.03,2200,0.78,0.002,1.3267799999999996e-09,0.132,0.5281235228225659,5.371650670906769,4.683709668762282,4.302409104783375,0.8807053203128968,0.4527213800658924,0.3564149378836201,0.7478062739741651,0.42085470085470084,0.8797338840824299,0.3961496208066332,0.2610354648747761,0.6404592412800476,0.38685503685503686,0.8802191150673198,0.36832218654560966,0.2597562263693396,0.4922588460696973,0.3556152266624546,2176
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,90,0.4,1.1,7000.0,1.5,300000.0,0.042,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiFePO4,3,0.021,0.07,103000,89.0,7.491779562960483,0.0841772984602301,Astroquartz,0.03,2000,0.8,0.0015,1.3607999999999999e-09,0.09,0.5149409607554407,4.824406347082038,4.3438448502984155,4.046658675496517,0.886625422248523,0.4455632300538217,0.3324396412524936,0.5301278286514421,0.37538461538461537,0.8851762228142247,0.4075586004241921,0.3093746969979318,0.3912431035474913,0.3541769041769042,0.885477157433008,0.3888642669532038,0.28053790146651575,0.3426286354674653,0.3278628968567367,2177
UHF1,0.5,60.0,0.08,10.0,0.51,0.7,0.15234375,25876.622507867574,16,0.1,0.3,5000.0,1.0,200000.0,0.035,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Whitepaints_S13G-LO,0.03,1300,0.85,0.003,1.4458499999999995e-09,0.117,0.5930272072872771,5.199840859210147,4.199698473286877,3.666992198526727,0.9046337529844715,0.4396986353171408,0.3866344671728643,0.754477288225311,0.3276239316239316,0.9019167115102035,0.24892780198380748,0.30897660728263465,0.5795720359683436,0.3249508599508599,0.8980247006482109,0.15458257624920463,0.2988635652896798,0.49990782997253297,0.3196967303743484,2178
S_band2,2.0,30.0,0.1,15.0,0.68,0.35,0.1465063861758076,12726.763832425344,160,0.4,1.2,12000.0,2.5,400000.0,0.05,Polyimide1,0.28,50.0,0.03,11.4828,0.229656,LiIon_18650,3,0.018,0.065,184500,155.1,9.155158625256668,0.059027457287277,Blackpaints_chemglazeZ306,0.03,1200,0.89,0.0015,1.5138899999999996e-09,0.054,0.5391898434630847,5.75055448258209,5.063154346971218,4.383836418270687,0.8919013815766202,0.45045575570935226,0.4456142153913525,0.7508295174287434,0.46782051282051285,0.887560475134294,0.2741802927463893,0.4093791984397082,0.6984153313800414,0.47822481572481573,0.8798614474026234,0.1862223349694479,0.33695605132182793,0.669899748579623,0.4377665455694203,2179
X_band1,8.0,10.0,0.05,12.0,0.7,0.2625,0.27,0.0009850618687046,500,1.5,3.0,20000.0,3.0,500000.0,0.075,CFRP_substrate1,0.15,69.0,0.03,6.1515,0.0891521739130434,LiSOCl2,3,0.021,0.07,176000,110.0,12.801487408553836,0.1163771582595803,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.5931293321726238,7.633346445638418,6.802458706582319,5.9087287287123935,0.8093247870649904,0.6457503038497995,0.8472892854657914,0.9000000003665414,0.6502991452991453,0.7348329954308666,0.41116697051646617,0.848113414182192,0.8739130443732881,0.6504299754299754,0.5588371647162145,0.27214560883404326,0.848135784474763,0.8583661720181945,0.6504975517295846,2180
L_band2,1.7,45.0,0.075,13.0,0.55,0.2745098039215686,0.16552587890625,14142.198843223963,500,1.5,3.0,20000.0,3.0,500000.0,0.075,Additive_manufacture_substrate,0.199,53.6,0.03,8.16099,0.1522572761194029,LiSO2,3,0.021,0.07,144000,90.0,10.473944243362228,0.1163771582595803,Aluminizedkapton_1mil,0.03,1420,0.67,0.001,1.1396699999999996e-09,0.0426,0.5517603132852332,7.894831182423828,7.416625363293546,7.0620087741336075,0.8526435731245052,0.8577498804762057,0.7123581976734452,0.9052623121895633,0.6502991452991453,0.8548861589076674,0.7356758064021317,0.6005641229610104,0.9134336746811784,0.6504299754299754,0.8562548896491673,0.596064451018732,0.5692232945126083,0.929429915792749,0.6504975517295846,2181
